,Firm,Year,Country,Sector,Revenue,Total Passages,Passages after Filter 1,Passages after Filter 2,Passages after Classification into SDGs,Result
189,Henkel,2019,Germany,Consumer Staples,35.64,1841,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
190,Henkel,2021,Germany,Consumer Staples,35.64,1858,4,4,3,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 3, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
191,Henkel,2020,Germany,Consumer Staples,35.64,1917,4,4,4,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 3, '10': 0, '11': 0, '12': 2, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
192,Henkel,2018,Germany,Consumer Staples,35.64,1741,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
193,Infineon,2022,Germany,Industries,41.66,1276,7,5,4,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 1, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
194,Infineon,2023,Germany,Industries,41.66,1310,19,14,14,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 5, '8': 1, '9': 14, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
195,Infineon,2017,Germany,Industries,41.66,1512,1,1,0,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
196,Infineon,2019,Germany,Industries,41.66,1679,3,2,2,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
197,Infineon,2021,Germany,Industries,41.66,1883,19,12,10,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 2, '8': 0, '9': 9, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
198,Infineon,2020,Germany,Industries,41.66,1929,19,16,14,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 3, '8': 1, '9': 12, '10': 0, '11': 1, '12': 2, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
199,Infineon,2018,Germany,Industries,41.66,1484,9,8,6,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 6, '10': 0, '11': 3, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
200,Hannover Rück,2023,Germany,Financials,33.67,1912,11,5,5,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 3, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
201,BMW,2022,Germany,Industries,55.03,2650,6,4,4,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 4, '10': 0, '11': 2, '12': 2, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
202,BMW,2017,Germany,Industries,55.03,1650,1,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
203,BMW,2019,Germany,Industries,55.03,1713,2,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
204,BMW,2021,Germany,Industries,55.03,2640,8,7,7,"{'0': 0, '1': 0, '2': 0, '3': 2, '4': 1, '5': 0, '6': 0, '7': 0, '8': 1, '9': 7, '10': 0, '11': 2, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
205,BMW,2020,Germany,Industries,55.03,2393,8,8,8,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 8, '10': 0, '11': 4, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 1}"
206,BMW,2018,Germany,Industries,55.03,1706,4,4,4,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 4, '10': 0, '11': 2, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
207,Mercedes-Benz,2022,Germany,Consumer Discretionary,68.14,2463,2,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
208,Mercedes-Benz,2023,Germany,Consumer Discretionary,68.14,2586,3,2,2,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
209,Mercedes-Benz,2019,Germany,Consumer Discretionary,68.14,2926,3,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 1, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
210,Mercedes-Benz,2020,Germany,Consumer Discretionary,68.14,2436,3,3,3,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 3, '10': 0, '11': 2, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
211,Mercedes-Benz,2018,Germany,Consumer Discretionary,68.14,2932,6,6,4,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 3, '10': 0, '11': 3, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
212,Mercedes-Benz,2016,Germany,Consumer Discretionary,68.14,2436,1,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
213,EON,2022,Germany,Energy,38.46,3038,3,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
214,EON,2023,Germany,Energy,38.46,2729,4,3,2,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 2, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
215,EON,2015,Germany,Energy,38.46,1758,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
216,EON,2019,Germany,Energy,38.46,1960,2,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
217,EON,2021,Germany,Energy,38.46,2479,3,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
218,EON,2020,Germany,Energy,38.46,2088,3,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
219,EON,2018,Germany,Energy,38.46,1812,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
220,Pingan Insurance,2022,China,Financials,100.07,893,9,7,7,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 0, '7': 0, '8': 4, '9': 7, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 2, '17': 0}"
221,Pingan Insurance,2023,China,Financials,100.07,900,6,4,4,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
222,Pingan Insurance,2017,China,Financials,100.07,832,18,18,16,"{'0': 1, '1': 1, '2': 0, '3': 7, '4': 0, '5': 0, '6': 0, '7': 0, '8': 11, '9': 16, '10': 0, '11': 4, '12': 0, '13': 1, '14': 0, '15': 0, '16': 3, '17': 0}"
223,Pingan Insurance,2019,China,Financials,100.07,892,18,15,15,"{'0': 0, '1': 0, '2': 0, '3': 4, '4': 0, '5': 0, '6': 0, '7': 0, '8': 9, '9': 13, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 3, '17': 0}"
224,Pingan Insurance,2021,China,Financials,100.07,926,27,24,22,"{'0': 1, '1': 1, '2': 0, '3': 5, '4': 0, '5': 0, '6': 0, '7': 0, '8': 14, '9': 19, '10': 0, '11': 1, '12': 1, '13': 1, '14': 0, '15': 0, '16': 5, '17': 0}"
225,Pingan Insurance,2020,China,Financials,100.07,911,31,27,26,"{'0': 0, '1': 0, '2': 1, '3': 11, '4': 2, '5': 0, '6': 0, '7': 0, '8': 10, '9': 18, '10': 0, '11': 2, '12': 4, '13': 1, '14': 0, '15': 0, '16': 5, '17': 4}"
226,Pingan Insurance,2018,China,Financials,100.07,913,23,22,21,"{'0': 0, '1': 1, '2': 0, '3': 8, '4': 2, '5': 0, '6': 0, '7': 0, '8': 8, '9': 16, '10': 0, '11': 2, '12': 0, '13': 0, '14': 0, '15': 0, '16': 6, '17': 0}"
227,Kweichow Moutai,2023,China,Consumer Staples,243.08,431,1,1,0,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
228,ICBC,2022,China,Financials,267.08,845,3,3,3,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 3, '17': 0}"
229,ICBC,2023,China,Financials,267.08,862,6,5,4,"{'0': 0, '1': 1, '2': 1, '3': 0, '4': 2, '5': 0, '6': 0, '7': 0, '8': 2, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
230,ICBC,2017,China,Financials,267.08,849,3,3,3,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
231,ICBC,2019,China,Financials,267.08,853,4,3,3,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 3, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
232,ICBC,2021,China,Financials,267.08,829,4,3,3,"{'0': 0, '1': 0, '2': 1, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 3, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
233,ICBC,2020,China,Financials,267.08,854,4,3,3,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
234,ICBC,2018,China,Financials,267.08,896,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
235,ICBC,2016,China,Financials,267.08,854,2,2,2,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
236,China Construction Bank,2022,China,Financials,178.16,995,6,6,6,"{'0': 0, '1': 0, '2': 1, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 4, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
237,China Construction Bank,2023,China,Financials,178.16,1090,9,8,6,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 4, '9': 6, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
238,China Construction Bank,2017,China,Financials,178.16,676,5,4,4,"{'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 4, '9': 3, '10': 1, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
239,China Construction Bank,2019,China,Financials,178.16,788,6,5,5,"{'0': 0, '1': 3, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 4, '9': 5, '10': 1, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
240,China Construction Bank,2021,China,Financials,178.16,861,4,4,4,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 3, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 1}"
241,China Construction Bank,2020,China,Financials,178.16,834,7,6,4,"{'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 4, '17': 0}"
242,China Construction Bank,2018,China,Financials,178.16,1031,8,7,5,"{'0': 0, '1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 4, '9': 5, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 1}"
243,Agricultural Bank Of China,2022,China,Financials,221.35,914,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
244,Agricultural Bank Of China,2023,China,Financials,221.35,929,2,2,2,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 2, '10': 1, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
245,Agricultural Bank Of China,2017,China,Financials,221.35,811,3,3,3,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 3, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
246,Agricultural Bank Of China,2019,China,Financials,221.35,900,2,2,2,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
247,Agricultural Bank Of China,2021,China,Financials,221.35,936,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
248,Agricultural Bank Of China,2020,China,Financials,221.35,929,3,3,3,"{'0': 0, '1': 2, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 3, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
249,Agricultural Bank Of China,2018,China,Financials,221.35,915,2,2,2,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
250,BYD,2022,China,Industries,98.15,1753,4,4,4,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 2, '8': 1, '9': 4, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
251,BYD,2023,China,Industries,98.15,1631,20,12,10,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 10, '10': 0, '11': 3, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
252,BYD,2021,China,Industries,98.15,1506,2,2,2,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 2, '10': 0, '11': 2, '12': 2, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
253,BYD,2020,China,Industries,98.15,1406,4,4,4,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
254,Alibaba,2022,China,Information Technology,187.26,1022,14,10,8,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 3, '9': 7, '10': 0, '11': 1, '12': 2, '13': 1, '14': 0, '15': 0, '16': 2, '17': 1}"
255,Alibaba,2023,China,Information Technology,187.26,1020,30,23,16,"{'0': 2, '1': 0, '2': 0, '3': 2, '4': 1, '5': 0, '6': 0, '7': 0, '8': 6, '9': 13, '10': 0, '11': 0, '12': 2, '13': 0, '14': 0, '15': 0, '16': 3, '17': 2}"
256,Alibaba,2021,China,Information Technology,187.26,1000,19,15,7,"{'0': 6, '1': 0, '2': 0, '3': 1, '4': 0, '5': 0, '6': 0, '7': 0, '8': 3, '9': 7, '10': 0, '11': 1, '12': 1, '13': 0, '14': 0, '15': 0, '16': 1, '17': 1}"
257,Alibaba,2020,China,Information Technology,187.26,1008,17,16,10,"{'0': 2, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 6, '9': 9, '10': 0, '11': 3, '12': 2, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
258,CM bank,2022,China,Financials,108.68,1042,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
259,CM bank,2023,China,Financials,108.68,1029,9,8,8,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 6, '9': 5, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
260,CM bank,2017,China,Financials,108.68,971,11,10,7,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 7, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
261,CM bank,2019,China,Financials,108.68,1073,4,4,3,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
262,CM bank,2021,China,Financials,108.68,1041,8,8,6,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 5, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
263,CM bank,2020,China,Financials,108.68,978,7,7,7,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 6, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 0}"
264,CM bank,2018,China,Financials,108.68,1046,6,6,5,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 4, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
265,CM bank,2016,China,Financials,108.68,931,7,7,7,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 7, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
266,CATL,2023,China,Industries,115.41,644,2,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
267,CATL,2021,China,Industries,115.41,577,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
268,China Mobile,2022,China,Communication Services,206.74,373,10,8,5,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 3, '9': 5, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 3}"
269,China Mobile,2023,China,Communication Services,206.74,376,13,10,5,"{'0': 2, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 5, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 2}"
270,China Mobile,2017,China,Communication Services,206.74,278,2,2,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 0, '7': 0, '8': 1, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
271,China Mobile,2019,China,Communication Services,206.74,312,9,4,0,"{'0': 4, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
272,China Mobile,2021,China,Communication Services,206.74,350,11,6,5,"{'0': 0, '1': 0, '2': 0, '3': 2, '4': 1, '5': 0, '6': 0, '7': 0, '8': 1, '9': 5, '10': 0, '11': 2, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 2}"
273,China Mobile,2020,China,Communication Services,206.74,325,8,4,2,"{'0': 1, '1': 0, '2': 0, '3': 1, '4': 1, '5': 0, '6': 0, '7': 0, '8': 1, '9': 2, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
274,China Mobile,2018,China,Communication Services,206.74,307,9,5,4,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 1}"
275,CNOOC,2018,China,Energy,124.7,452,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 1, '9': 1, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
276,Tencent,2022,China,Information Technology,428.32,559,9,6,4,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 3, '9': 4, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 2}"
277,Tencent,2023,China,Information Technology,428.32,554,6,4,3,"{'0': 0, '1': 0, '2': 0, '3': 1, '4': 1, '5': 0, '6': 0, '7': 0, '8': 2, '9': 3, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 0}"
278,Tencent,2017,China,Information Technology,428.32,477,8,6,4,"{'0': 0, '1': 0, '2': 0, '3': 2, '4': 0, '5': 0, '6': 0, '7': 0, '8': 3, '9': 4, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
279,Tencent,2019,China,Information Technology,428.32,542,2,1,0,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
280,Tencent,2021,China,Information Technology,428.32,626,5,3,2,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 2, '10': 0, '11': 1, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 2}"
281,Tencent,2020,China,Information Technology,428.32,606,9,7,6,"{'0': 0, '1': 0, '2': 0, '3': 2, '4': 0, '5': 0, '6': 0, '7': 2, '8': 3, '9': 2, '10': 1, '11': 1, '12': 1, '13': 3, '14': 0, '15': 1, '16': 1, '17': 0}"
282,Tencent,2018,China,Information Technology,428.32,533,3,0,0,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
283,Tencent,2016,China,Information Technology,428.32,447,2,2,1,"{'0': 1, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0}"
284,PetroChina,2019,China,Energy,218.98,143,1,1,1,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 1, '8': 0, '9': 1, '10': 0, '11': 0, '12': 0, '13': 1, '14': 0, '15': 0, '16': 0, '17': 0}"
285,PetroChina,2020,China,Energy,218.98,173,3,3,3,"{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 3, '10': 0, '11': 0, '12': 1, '13': 0, '14': 0, '15': 0, '16': 0, '17': 1}"
